Car_ID,Model_Year,Kilometers_Driven,Engine_CC,Max_Power_bhp,Mileage_kmpl,Seats,Price_USD,Vehicle_Age,Price_Per_Year,Power_Per_CC,Efficiency_to_Power,Usage_Intensity,Depreciation_Rate,Is_Automatic,Owner_History_Numeric,Price_Per_Seat,Brand_Audi,Brand_BMW,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Nissan,Brand_Toyota,Brand_Volkswagen,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Second,Owner_Type_Third,Mileage_Category_High,Mileage_Category_Low,Mileage_Category_Medium,Mileage_Category_Very High,Price_Category_Budget,Price_Category_Luxury,Price_Category_Mid-range,Price_Category_Premium,Engine_Size_Category_Large,Engine_Size_Category_Medium,Engine_Size_Category_Small,Power_Rating_High,Power_Rating_Low,Power_Rating_Medium,Power_Rating_Very High,Fuel_Type_Category_Eco-Friendly,Fuel_Type_Category_Traditional
11,2009,117356,1816,300.4,24.42,5,6910.9,16,406.5235294117647,165.41850220264314,0.08126455906821964,6903.294117647059,0.6953804308511408,1,2,1151.8166666666666,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
12,2012,115944,4365,167.1,21.84,7,45909.99,13,3279.285,38.281786941580755,0.130622009569378,8281.714285714286,0.04731546847497734,1,2,5738.74875,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
13,2014,150282,2760,456.6,20.36,7,30737.24,11,2561.436666666667,165.43478260869568,0.04458068754105539,12523.5,0.16339907554889285,1,1,3842.155,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
14,2021,21456,1848,554.8,27.31,2,55330.94,4,11066.188,300.2164502164502,0.04921607496846279,4291.2,0.04010703402049521,0,0,18443.646666666667,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
15,2013,36367,2157,277.3,6.97,6,11468.04,12,882.1569230769231,128.5581826611034,0.025126171593366976,2797.4615384615386,0.2901376226780969,1,2,1638.2914285714287,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
16,2023,59624,4226,231.6,13.27,6,114633.4,2,38211.13333333333,54.80359678182678,0.05727233491583945,19874.666666666668,0.004040671910002582,0,0,16376.199999999999,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
17,2018,146178,915,578.5,11.21,2,29120.88,7,3640.11,632.24043715847,0.01937435188385759,18272.25,0.13905352264345572,1,0,9706.960000000001,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
18,2012,73008,2895,289.1,29.7,7,110910.01,13,7922.143571428571,99.86183074265976,0.10269709543568463,5214.857142857143,0.03388572514126416,1,0,13863.75125,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
19,2013,130926,2601,313.9,14.73,4,52829.5,12,4063.8076923076924,120.68435217224143,0.046910828025477705,10071.23076923077,0.07129972269806267,0,1,10565.9,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
20,2015,120395,2946,236.9,23.32,4,118306.32,10,10755.12,80.41412084181941,0.09839662447257384,10945.0,0.020024120231951836,0,0,23661.264000000003,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
21,2005,121492,2420,549.3,22.12,7,67824.83,20,3229.7538095238097,226.98347107438016,0.04026210411357845,5785.333333333333,0.16197369055417382,1,2,8478.10375,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
22,2018,77240,3750,358.6,10.3,6,111907.45,7,13988.43125,95.62666666666668,0.028714803456927795,9655.0,0.02243083520502697,1,0,15986.778571428571,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
23,2009,69315,4592,466.8,10.97,4,3625.83,16,213.28411764705882,101.65505226480838,0.023495395159563077,4077.3529411764707,2.0593190196397404,0,2,725.1659999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True
24,2018,15756,3741,494.6,12.03,5,90543.94,7,11317.9925,132.2106388666132,0.02431776834445118,1969.5,0.038237365887039076,1,0,15090.656666666668,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
25,2008,41378,1777,231.4,15.28,5,108656.93,17,6036.496111111111,130.21947101857063,0.06600431965442764,2298.777777777778,0.03620352421585797,1,2,18109.48833333333,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
26,2005,140327,3866,282.9,10.86,2,19347.31,20,921.3004761904763,73.17640972581479,0.038374558303886926,6682.238095238095,0.29242864105443833,0,2,6449.1033333333335,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
27,2023,150556,1583,515.1,5.49,7,14246.72,2,4748.906666666667,325.3948199620973,0.010656055900621117,50185.333333333336,0.07230630585104143,1,0,1780.84,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
28,2012,130703,1040,243.4,26.98,7,52675.0,13,3762.5,234.03846153846155,0.11080082135523614,9335.92857142857,0.06006910167818362,0,0,6584.375,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
29,2019,61549,2353,484.6,29.14,4,112240.43,6,16034.347142857141,205.94985125371866,0.0601196616463792,8792.714285714286,0.025904873093651786,1,2,22448.086,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False
30,2019,170575,1812,567.0,13.54,6,66459.23,6,9494.175714285713,312.9139072847682,0.023875859636748365,24367.85714285714,0.0511885077737468,0,1,9494.175714285713,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
31,2013,78794,986,389.0,13.46,7,64712.41,12,4977.877692307693,394.5233265720081,0.03459264970444616,6061.076923076923,0.07213342644128937,1,0,8089.05125,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
32,2013,50113,2681,455.3,5.18,4,19511.76,12,1500.9046153846152,169.82469227900037,0.011374615722441807,3854.846153846154,0.2800013939596449,0,1,3902.352,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
33,2014,79069,1230,490.9,22.01,4,3092.37,11,257.6975,399.10569105691053,0.044826883910386965,6589.083333333333,1.7456366357726363,1,0,618.4739999999999,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False
34,2024,141321,1038,513.2,25.64,7,97786.39,1,48893.195,494.41233140655106,0.049951295538671336,70660.5,0.005248120437614707,0,0,12223.29875,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
35,2013,155273,3145,261.2,8.67,4,13246.22,12,1018.9399999999999,83.05246422893481,0.03318025258323765,11944.076923076924,0.23660813363105615,1,0,2649.2439999999997,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
36,2007,130541,875,68.7,8.99,2,77160.43,18,4061.0752631578944,78.51428571428572,0.1306686046511628,6870.578947368421,0.016026141558029706,1,0,25720.14333333333,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
37,2024,194648,2156,265.1,24.75,2,110010.13,1,55005.065,122.9591836734694,0.09332579185520361,97324.0,0.002409756176488688,1,1,36670.043333333335,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
38,2015,14686,3130,417.3,20.41,7,27412.27,10,2492.0245454545457,133.3226837060703,0.04889793962625778,1335.090909090909,0.15222554624092638,1,0,3426.53375,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
39,2010,58363,2702,292.2,6.12,6,80836.92,15,5052.3075,108.1421169504071,0.020937393089291823,3647.6875,0.05421960386907531,1,2,11548.131428571429,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
40,2006,102543,4813,459.4,20.56,2,12207.73,19,610.3865,95.44982339497196,0.0447442872687704,5127.15,0.7149474187732877,1,2,4069.2433333333333,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
41,2011,136733,2859,239.9,12.72,2,73639.35,14,4909.29,83.9104582021686,0.053000000000000005,9115.533333333333,0.04560814825024596,1,1,24546.45,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
42,2022,180915,940,395.5,14.22,7,22180.01,3,5545.0025,420.74468085106383,0.03594539939332659,45228.75,0.05349170303786888,1,0,2772.50125,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True
43,2006,100673,2589,144.4,24.24,5,89106.57,19,4455.3285000000005,55.774430281962154,0.1677508650519031,5033.65,0.03078975220623792,1,2,14851.095000000001,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
44,2021,197035,4426,459.6,25.27,4,38244.06,4,7648.812,103.84093990058744,0.05497063302153578,39407.0,0.04806895321905627,0,1,7648.812,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True
45,2015,47828,816,345.6,15.01,2,57216.75,10,5201.522727272727,423.5294117647059,0.04341914955163436,4348.0,0.0604008371528066,0,0,19072.25,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
46,2016,53604,1264,154.3,28.68,5,73133.37,9,7313.3369999999995,122.07278481012659,0.18575129533678755,5360.4,0.01898833612704943,1,2,12188.894999999999,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
47,2023,15526,2627,203.5,15.16,6,23038.99,2,7679.663333333334,77.46478873239437,0.07445972495088408,5175.333333333333,0.017664938222629437,0,2,3291.284285714286,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
48,2011,73910,3828,459.2,24.3,5,89771.62,14,5984.774666666666,119.95820271682341,0.052906596995427824,4927.333333333333,0.07161203493893796,1,1,14961.936666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True
49,2024,30592,1319,310.3,17.1,7,38408.92,1,19204.46,235.25398028809707,0.05509020618556701,15296.0,0.00807864218410244,1,0,4801.115,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
50,2010,33982,889,161.0,27.44,6,80497.51,15,5031.094375,181.10236220472441,0.1703289882060832,2123.875,0.03000055528978114,0,0,11499.644285714285,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
51,2005,5207,3651,581.7,27.69,6,21519.12,20,1024.72,159.32621199671325,0.04759367480233757,247.95238095238096,0.5406103683436709,1,2,3074.16,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
52,2021,93733,3643,440.5,7.19,5,83509.77,4,16701.954,120.91682679110623,0.01631865637766682,18746.6,0.021099075005535213,1,2,13918.295,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
53,2015,129982,2684,576.0,28.41,7,17998.0,10,1636.1818181818182,214.60506706408344,0.049314355146675926,11816.545454545454,0.320017778765487,0,2,2249.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
54,2022,73619,4971,279.2,25.64,2,52766.71,3,13191.6775,56.16576141621404,0.09180093089867526,18404.75,0.015873343755110843,0,0,17588.903333333332,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
55,2021,165400,1725,306.1,24.78,5,31923.11,4,6384.622,177.44927536231884,0.08092749836708032,33080.0,0.0383534576218413,1,1,5320.518333333333,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
56,2011,51479,4534,542.9,10.02,2,90559.9,14,6037.326666666666,119.73974415527128,0.018453038674033147,3431.9333333333334,0.08392805283516395,0,1,30186.63333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
57,2021,156175,1769,334.0,25.13,5,33658.1,4,6731.62,188.8072357263991,0.07521700089793475,31235.0,0.039692089212129855,0,0,5609.683333333333,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True
58,2024,175963,1894,436.1,26.25,2,106160.92,1,53080.46,230.25343189017954,0.06017881705639614,87981.5,0.004107875969085714,1,1,35386.973333333335,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
59,2013,146826,3995,181.2,12.23,5,107342.96,12,8257.15076923077,45.356695869837296,0.06745725317153889,11294.307692307691,0.020256379585772682,0,2,17890.493333333336,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
60,2021,86437,2204,290.2,28.81,6,25983.63,4,5196.726000000001,131.66969147005443,0.09924216327936616,17287.4,0.044672562203117765,0,1,3711.947142857143,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True
61,2024,103540,4164,109.1,6.25,4,74819.98,1,37409.99,26.200768491834776,0.05723443223443224,51770.0,0.0014581471667438732,1,1,14963.996,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
62,2012,77982,4782,155.3,8.75,6,13262.96,13,947.3542857142857,32.47595148473442,0.05630630630630631,5570.142857142857,0.1522094457462176,0,1,1894.7085714285713,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
63,2021,107747,4813,40.5,18.44,2,48809.84,4,9761.967999999999,8.414710159983379,0.4541871921182266,21549.4,0.003318934892331294,0,2,16269.946666666665,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
64,2011,191994,3892,62.0,19.39,7,86458.64,14,5763.909333333333,15.93011305241521,0.31223832528180356,12799.6,0.010039366344805506,1,0,10807.33,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
65,2005,53231,4959,587.3,21.13,6,80152.52,20,3816.786666666667,118.4311353095382,0.03597208035410283,2534.809523809524,0.14654378248141814,1,2,11450.36,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True
66,2017,34301,2874,175.7,5.42,4,76089.98,8,8454.442222222222,61.134307585247036,0.03083048919226394,3811.222222222222,0.018472623167686893,1,0,15217.996,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
67,2023,198783,1084,411.5,29.01,2,36057.28,2,12019.093333333332,379.6125461254612,0.07048104956268221,66261.0,0.022824161329935873,0,0,12019.093333333332,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True
68,2023,177395,1987,509.9,6.11,6,47228.92,2,15742.973333333333,256.6180171112229,0.011980392156862746,59131.666666666664,0.021592244915934644,1,0,6746.988571428571,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True
69,2021,23752,4769,348.4,8.58,5,15044.7,4,3008.94,73.05514782973368,0.024619799139167863,4750.4,0.09262447077902655,1,1,2507.4500000000003,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
70,2017,103452,3765,125.8,5.35,7,87125.67,8,9680.63,33.41301460823373,0.04249404289118348,11494.666666666666,0.011550998104254416,0,1,10890.70875,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
71,2020,149467,1583,447.7,19.17,2,61954.99,5,10325.831666666667,282.8174352495262,0.042809289861545335,24911.166666666668,0.03613048552690386,1,0,20651.663333333334,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
72,2012,126237,1749,376.1,28.31,6,85925.58,13,6137.541428571429,215.03716409376787,0.07525252525252524,9016.92857142857,0.05690090307329816,1,0,12275.082857142857,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
73,2023,61273,4739,449.5,21.65,2,32126.39,2,10708.796666666667,94.85123443764508,0.048153914590747325,20424.333333333332,0.02798235399763255,1,1,10708.796666666667,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
74,2022,96878,844,471.1,25.57,5,40959.27,3,10239.8175,558.175355450237,0.054265704584040744,24219.5,0.03450416708678923,1,2,6826.544999999999,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
75,2005,9895,2610,586.2,5.33,4,42103.19,20,2004.9138095238097,224.59770114942532,0.00909090909090909,471.1904761904762,0.2784520970478235,0,0,8420.638,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
76,2018,124968,2881,361.2,18.55,6,6011.86,7,751.4825,125.37313432835822,0.051342374757818984,15621.0,0.42049873105310953,1,2,858.8371428571428,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
77,2023,120700,4298,231.3,16.49,2,42902.6,2,14300.866666666667,53.815728245695674,0.0712618841832325,40233.333333333336,0.01078231197382038,1,1,14300.866666666667,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
78,2019,81559,1629,403.1,17.47,2,96986.64,6,13855.234285714285,247.45242480049112,0.04332837301587301,11651.285714285714,0.02493719818319118,0,0,32328.88,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
79,2022,15699,2709,78.3,6.81,2,107983.92,3,26995.98,28.90365448504983,0.08686224489795918,3924.75,0.002175303736855109,1,2,35994.64,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
80,2006,14715,3381,542.5,22.11,4,63631.54,19,3181.577,160.45548654244308,0.040748249170659785,735.75,0.16198473296838378,0,2,12726.308,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
81,2021,24169,1491,106.9,17.58,2,56293.7,4,11258.74,71.69684775318578,0.16429906542056072,4833.8,0.0075957416950441165,0,2,18764.566666666666,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
82,2022,123413,4819,223.6,24.13,7,6606.48,3,1651.62,46.3996679809089,0.10786767992847564,30853.25,0.10152130615605344,0,1,825.81,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
83,2010,152235,1731,496.8,17.13,7,105866.91,15,6616.681875,287.001733102253,0.03447373717045683,9514.6875,0.0703896015327024,1,1,13233.36375,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
84,2023,124264,4206,374.5,8.73,2,4522.19,2,1507.3966666666665,89.03946742748454,0.023304858515750135,41421.333333333336,0.16559109831778016,0,2,1507.3966666666665,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
85,2008,10782,947,260.4,21.21,7,113535.76,17,6307.542222222222,274.97360084477293,0.08142034548944338,599.0,0.03899001521621719,0,2,14191.97,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
